Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url
Origami Risk,Origami Risk,Cold,,950,information technology & services,vasily.souzdenkov@gmail.com,http://www.origamirisk.com,http://www.linkedin.com/company/origami-risk,https://facebook.com/OrigamiRisk,https://twitter.com/origamirisk,222 N LaSalle St,Chicago,Illinois,United States,60601,"222 N LaSalle St, Chicago, Illinois, United States, 60601","risk management, reporting, analysis, policies, programs, benchmarking, total cost of risk, incident collection & tracking, asset, fleet management, values collection, policy management, exposure management, claims processing, enterprise risk management, claims management, litigation management, ehs, grc, compliance, safety, healthcare, business continuity, patient safety, insurance software, insurance technology, insurance platform",'+1 312-546-6515,"Origami Risk provides integrated SaaS solutions that simplify risk, insurance, compliance, and safety management for better insights and greater possibilities. Founded in 2009 by industry veterans who recognized the need for RMIS technology that was more configurable, intuitive, and scalable, Origami continues to add to its innovative product offerings for managing both insurable and non-insurable risk; facilitating compliance; improving safety; and helping insurers, MGAs, TPAs, and brokers provide enhanced services that drive results.","Akamai DNS, ElasticEmail, Rackspace MailGun, Microsoft Office 365, Amazon AWS, StatusPage IO, Atlassian Cloud, Citrix, Marketo, Salesforce, DoubleClick Conversion, Google Analytics, Linkedin Marketing Solutions, iCIMS, LiveRamp, Google Font API, WordPress.org, Varnish, Highcharts JS Library, Google Dynamic Remarketing, DemandBase, Hotjar, New Relic, reCAPTCHA, Fusioncharts JS Library, Google AdWords Conversion, DoubleClick, Google Tag Manager, Nginx, Vimeo, Cedexis Radar, Bizible, LiveChat, Adobe Media Optimizer, Google Maps, Mobile Friendly",,Other,,2018-03-01,86250000.0,,6730c923e2db6100010d1c0e,"7371, 7373","Origami Risk is a leading provider of integrated risk, compliance, safety, healthcare, and P&C insurance SaaS solutions.

Highly configurable and completely scalable, Origami delivers a full suite of risk management, Governance, Risk & Compliance (GRC), Environment, Health & Safety (EHS), and insurance core system solutions from a single secure, cloud-based platform accessible via web browser and mobile app. 

We've designed our cloud-based software to meet the needs of multiple sectors within the risk and insurance marketplace. This includes, but is not limited to, Government, Healthcare, Construction, Insurance Carriers, TPAs, Brokers & MGAs, Risk Pools, Retail, Manufacturing, Energy & Waste, and many more.

Founded in 2009 by industry veterans who saw the need for a single-version, cloud-based RMIS platform, Origami Risk has expanded its product offerings and grown to become a company of more than 500 employees delivering software and support to over 500 companies around the globe.",2009.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6721bd48e373ac000116d940/picture
Cogneesol,Cogneesol,Cold,,740,outsourcing/offshoring,vasily.souzdenkov@gmail.com,http://www.cogneesol.com,http://www.linkedin.com/company/cogneesol,https://facebook.com/cogneesol.company,https://twitter.com/cogneesol,30 Wall St,New York,New York,United States,10005,"30 Wall St, New York, New York, United States, 10005","accounting, tax services, financial services, insurance services, legal services, technology solutions, cloud support, digital services, data management, research, analysis, analytics solutions, app development, web design, development",'+1 833-313-3143,,"Cloudflare DNS, Outlook, CloudFlare Hosting, Microsoft Office 365, Zoho SalesIQ, Salesforce, Yelp, Mobile Friendly, WordPress.org, Google Tag Manager, Bootstrap Framework, Google AdSense, Remote, , AI",,,,,22400000.0,,6730c923e2db6100010d1bfd,"8742, 8111","Cogneesol is a provider of data management, accounting, insurance and legal services for healthcare, real estate and technology industries.",2008.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6300f1c577c3940001a4f5e4/picture
DLH Corporation,DLH,Cold,,1200,information technology & services,vasily.souzdenkov@gmail.com,http://www.dlhcorp.com,http://www.linkedin.com/company/dlh-corporation,https://www.facebook.com/DLHholdingscorp,https://twitter.com/DLHCorp,3565 Piedmont Rd NE,Atlanta,Georgia,United States,30305,"3565 Piedmont Rd NE, Atlanta, Georgia, United States, 30305","health it, telehealth & virtual pharmacy systems, big data, ai, ml, cloud enablement, cybersecurity, devsecops, modeling, simulation, clinical trials, data sciences & analytics, testing & evaluation, public health research, pharmacy operations, software development, robotics & unmanned systems, performance based logistics, it management",'+1 770-554-3545,,"Outlook, Microsoft Office 365, Cloudflare DNS, CloudFlare Hosting, MX Logic, Google Cloud Hosting, Cedexis Radar, YouTube, Nginx, Adobe Media Optimizer, Jobvite, Vimeo, New Relic, Google Font API, reCAPTCHA, WordPress.org, Google Tag Manager, Mobile Friendly, Google Analytics, Gravity Forms, SAP, Remote",,,,,401027000.0,,6730c923e2db6100010d1c09,7380,"DLH solves health and national security challenges through digital transformation, science, research and development, and systems engineering. The Company's experts in public health, performance evaluation, and health operations solve the complex problems faced by civilian and military customers alike, leveraging digital transformation, artificial intelligence, advanced analytics, cloud-based applications, telehealth systems, and more. With over 3,200 employees dedicated to the idea that ""Your Mission is Our Passion,"" DLH brings a unique combination of government sector experience, proven methodology, and unwavering commitment to public health to improve the lives of millions.",1969.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672e058997d17e0001089ae8/picture
Hexagon Safety & Infrastructure,Hexagon Safety & Infrastructure,Cold,,650,information technology & services,vasily.souzdenkov@gmail.com,,http://www.linkedin.com/company/hexagon-safety-&-infrastructure,https://www.facebook.com/HexagonSIG,https://twitter.com/HexagonSIG,305 Intergraph Way,Madison,Alabama,United States,35758,"305 Intergraph Way, Madison, Alabama, United States, 35758","computeraided dispatch, incident management for public safety, utility gis, records management for law enforcement, physical security information management systems, enterprise application integration, fiber optic network design & management",'+1 256-730-2000,"Mission-critical and business-critical software solutions for public safety, utilities, communications, transportation, government and security.","Route 53, Outlook, Microsoft Office 365, Microsoft Azure Hosting, Remote, Sigma",,,,,,,6730c923e2db6100010d1c10,,"We've moved! Follow us at our new page Hexagon Safety, Infrastructure & Geospatial.

Hexagon is a global leader in digital reality solutions, combining sensor, software and autonomous technologies. We are putting data to work to boost efficiency, productivity, quality and safety across industrial, manufacturing, infrastructure, public sector, and mobility applications. Our technologies are shaping production and people-related ecosystems to become increasingly connected and autonomous – ensuring a scalable, sustainable future.


Hexagon (Nasdaq Stockholm: HEXA B) has approximately 21,000 employees in 50 countries and net sales of approximately 3.8bn EUR. Learn more at hexagon.com and follow us @HexagonAB.",2015.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62fb0603ab152900019cdbb8/picture
PFF,PFF,Cold,,720,information technology & services,vasily.souzdenkov@gmail.com,http://www.pff.com,http://www.linkedin.com/company/pro-football-focus,https://www.facebook.com/ProFootballFocus/,https://twitter.com/pff,1216 Central Pkwy,Cincinnati,Ohio,United States,45202,"1216 Central Pkwy, Cincinnati, Ohio, United States, 45202","nfl, football, fantasy football, sports, analytics, ncaa football, soccer, mls, premier league, champions league, fifa, world cup",'+1 531-504-2104,"The latest football news, analysis, and rankings from PFF. Featuring player grades, rankings and stats for the NFL, fantasy football, and NFL Draft.","Cloudflare DNS, DynECT, Gmail, Google Apps, Microsoft Office 365, Zendesk, CloudFlare Hosting, Active Campaign, Salesforce, Brightcove, Google Dynamic Remarketing, Facebook Custom Audiences, DoubleVerify, PubMatic, Braintree, Facebook Login (Connect), Lotame, Truste, WordPress.org, MouseFlow, HeapAnalytics, Stripe, Twitter Advertising, Mobile Friendly, reCAPTCHA, DoubleClick Conversion, greyscale - grey, Sojern, Squarespace ECommerce, Google Analytics, Google Analytics Ecommerce Tracking, Adobe Media Optimizer, Google AdSense, Facebook Widget, Amazon Associates, Typekit, YouTube, Vimeo, Cedexis Radar, Google Font API, Criteo, DoubleClick, Google Tag Manager, Remote, Sigma, AI",,Private Equity,,2021-09-01,7000000.0,,6730c923e2db6100010d1c12,,"PFF is transforming the sports performance analytics experience end-to-end, building products that help NFL & NCAA and soccer front offices, coaching staffs, media partners and digital subscribers evaluate player performance at an unmatched level.",2006.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672bda3e587b47000156a855/picture
MNC Software,MNC,Cold,,3100,information technology & services,vasily.souzdenkov@gmail.com,http://www.mncsoftware.com,http://www.linkedin.com/company/mnc-software,https://facebook.com/mncsoftware,https://twitter.com/theme_fusion,1010 Turquoise Street,San Diego,California,United States,92109,"1010 Turquoise Street, San Diego, California, United States, 92109","system management, device management, monitor & control, realtime displays, java monitoring applications, web monitoring applications, flexible monitoring, scalable software, configurable software",'+1 858-771-4600,,"Google Tag Manager, Google Font API, Nginx, Mobile Friendly, Ubuntu, YouTube, reCAPTCHA, Bootstrap Framework, DoubleClick, WordPress.org, AI",,,,,13126000.0,,6730c923e2db6100010d1c08,7372,"MNC Software is a forward-thinking and innovative company focused on supplying advanced, high-quality monitoring and control software.  Our engineering team has over 50 years of combined experience developing and integrating mission critical real-time monitor and control systems. We developed and integrated various network management software solutions for use in broadcast management, ground station management, and infrastructure management, and more.  We specialize in flexible, scalable software that allows you to control and monitor anything, anywhere, anytime, every time. For more information, visit www.mncsoftware.com.",2008.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67307f24d2dcf10001bcd79f/picture
GoEngineer,GoEngineer,Cold,,600,information technology & services,vasily.souzdenkov@gmail.com,http://www.goengineer.com,http://www.linkedin.com/company/goengineer,https://www.facebook.com/goengineer,https://www.twitter.com/goengineer,1787 E Fort Union Blvd,Salt Lake City,Utah,United States,84121,"1787 E Fort Union Blvd, Salt Lake City, Utah, United States, 84121","3d cad, cam product design solutions, solidworks, camworks, 3d printing & print services bureau, stratasys, enterprise data management, 3d scanning, product lifecycle management, 3d printing, pdm, cad, 3d metal printing",'+1 800-688-3234,"GoEngineer provides you with exceptional resources such as SOLIDWORKS, 3D Printing, 3D Scanning, FEA, CFD, PLM, & CAM. We are a premier partner to Stratasys and SOLIDWORKS. We are located Nationwide to serve all your product design needs.","Outlook, Microsoft Azure Hosting, Microsoft Office 365, Amazon AWS, Bluekai, Backbone JS Library, Teachable, Hubspot, Pardot, Shopify Plus, reCAPTCHA, Google Dynamic Remarketing, Sift Science, Google Plus, Hotjar, YouTube, Mobile Friendly, DoubleClick Conversion, Content.ad, Cedexis Radar, GoToWebinar, Google Analytics, New Relic, Linkedin Login, Bootstrap Framework, Facebook Widget, Linkedin Widget, Facebook Custom Audiences, Ruby On Rails, Shopify, Linkedin Marketing Solutions, Vimeo, Disqus, Olark, HeapAnalytics, Paypal, Wistia, Stripe, Facebook Login (Connect), WordPress.org, Google Tag Manager, Google Font API, Adobe Media Optimizer, DoubleClick, Amadesa, Marketo, Eventbrite, Bing Ads, SAP, Procore",,Private Equity,,2022-01-01,106000000.0,,6730c923e2db6100010d1c0c,"7380, 2750","GoEngineer delivers software, technology and expertise that enable companies to unlock design innovation and deliver better products faster. With more than 30 years experience and thousands of customers in high tech, medical, machine design, energy and other industries, GoEngineer provides best-in-class design solutions from SOLIDWORKS, Stratasys, VELO3D, CAMWorks, and PLM. For more information, visit goengineer.com",1984.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672e821c152c7d0001f70c60/picture
Voyatek,Voyatek,Cold,,720,information technology & services,vasily.souzdenkov@gmail.com,,http://www.linkedin.com/company/voyatek,https://facebook.com/gcomsoftware/,https://twitter.com/gcomsoftwareinc,9175 Guilford Rd,Columbia,Maryland,United States,21046-1802,"9175 Guilford Rd, Columbia, Maryland, United States, 21046-1802","state, local & federal technology consulting, higher education data, analytics, system integration, consulting, application modernization, artificial intelligence & machine learning for the public sector",'+1 443-276-4788,Voyatek helps transform State & Local Government by offering tailored technology solutions. We're the leaders in outcome-driven government.,"Outlook, Microsoft Office 365, Autotask, Linkedin Marketing Solutions, Google Maps, reCAPTCHA, Gravity Forms, Google Font API, Mobile Friendly, Varnish, YouTube, Nginx, Google Tag Manager, WordPress.org, Bootstrap Framework, SAP, Oracle Products, Basis, Android, SharePoint, Remote, AI",,,,,185000000.0,,6730c923e2db6100010d1c07,"7371, 7371","Voyatek, formerly GCOM Software and OnCore Consulting, delivers outcome-driven technology solutions to public sector agencies and higher education institutions nationwide. With a focus on Tax & Revenue, Health & Human Services, and Justice & Public Safety, Voyatek combines the scale to support large complex projects with the agility and accessibility of a boutique solutions provider. Together, Voyatek and its customers work to improve population wellbeing, create safer communities, and foster a thriving economy.",2005.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/671cbfa2bb614900019f0ebd/picture
KGPCo,KGPCo,Cold,,1100,telecommunications,vasily.souzdenkov@gmail.com,http://www.kgpco.com,http://www.linkedin.com/company/kgpco,https://facebook.com/KGPCo1,https://twitter.com/KGPCo,3305 Minnesota 60,Faribault,Minnesota,United States,55021,"3305 Minnesota 60, Faribault, Minnesota, United States, 55021","cell site, central office, civil, cloud networks, data center, distributed antenna systems, distribution, inventory management, logistics, site development, small cell, sourcing, supply chain management, tier 1 carriers, tower, wireline, nfv, 5g, outside plant",'+1 800-328-5142,,"Rackspace MailGun, Outlook, Amazon AWS, CloudFlare Hosting, Microsoft Dynamics 365 Marketing, Atlassian Cloud, React Redux, iCIMS, reCAPTCHA, Google Analytics Ecommerce Tracking, Mobile Friendly, Google Tag Manager, New Relic, DocuSign, Hotjar, Google Font API, Vimeo, Facebook Login (Connect), YouTube, Multilingual, Google Analytics, Remote",,,,,3100000000.0,,6730c923e2db6100010d1c14,,"KGPCo is a key strategic partner to the world's leading communication and technology companies creating the next generation of networks. By uniquely combining Network Services and Supply Chain Solutions to build, optimize, and maintain networks, our team's unmatched expertise enables our customers to navigate today's challenges, implement tomorrow's innovations, and build the future. 

KGPCo OneTouch™ provides a single source for everything from design and architecture to production and sourcing to installation and support. From ground to cloud, KGPCo is the only company in the industry that offers a complete range of solutions and an integrated approach to build, optimize, and maintain networks.
###
While we welcome reasonable critiques, we reserve the right to delete negative comments about KGPCo and/or our Customers or competitors that aren't relevant, accurate, or don't add to the overall experience. We will remove posts and comments that contain profane, inappropriate or otherwise disruptive remarks.

Our social media sites should not take the place of traditional customer service outreach. Please contact KGPCo Customer Care at (800) 755-1950 with customer service inquiries.",1973.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/673046240a87c80001cbcbd7/picture
Innovative Solutions,Innovative Solutions,Cold,,650,information technology & services,vasily.souzdenkov@gmail.com,http://www.innovativesol.com,http://www.linkedin.com/company/innovative-solutions,https://www.facebook.com/InnovativeSolutionsIT,https://twitter.com/innovativesol,4545 East River Road,West Henrietta,New York,United States,14586,"4545 East River Road, West Henrietta, New York, United States, 14586","cloud migration services, cloud consulting, cloud application development, aws, microsoft, office 365, web development, custom software development, it support, networking",'+1 585-292-5070,"Our mission is to help small and mid-sized businesses (SMB) and startups transition spend from investments that are merely supporting their business to investments that deliver a cohesive system for acquiring new clients, better retain existing clients, and drive more profitability year over year.","Salesforce, Route 53, Outlook, Autotask, Google Cloud Hosting, Microsoft Office 365, Amazon AWS, WP Engine, Atlassian Cloud, Drift, React, Sage Intacct, Bootstrap Framework, Shutterstock, DoubleClick, DoubleClick Conversion, Google Tag Manager, SiteScout, Google Analytics, Google Font API, Google Dynamic Remarketing, Linkedin Marketing Solutions, Vimeo, Mobile Friendly, Hubspot, reCAPTCHA, Lever, YouTube, Gravity Forms, WordPress.org, Nginx, , AI, ",,,,,13370000.0,,6730c92ab4c4d50001b7d30a,"7380, 8742","Innovative Solutions is focused on helping every small to midsize business, across the U.S. and Canada, leverage the power of the cloud to drive business growth. As an AWS Premier Tier Services Partner, we specialize in cloud consulting, cloud migrations, cloud optimization, and cloud-native development. 
At Innovative, the customer always comes first. There is no ‘one size fits all' mentality. Our team is flexible and will work with you to navigate the cloud in a way that aligns with your individual business needs. From the very first interaction, and every step along the way, we're committed to doing what's right for your business, your productivity, and your bottom line.",1989.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672fac988a1a4a00010b4f4e/picture
Group O,Group O,Cold,,620,outsourcing/offshoring,vasily.souzdenkov@gmail.com,http://www.groupo.com,http://www.linkedin.com/company/group-o,https://www.facebook.com/GroupOInc/,https://twitter.com/groupoinc,4905 77th Avenue,Milan,Illinois,United States,61264,"4905 77th Avenue, Milan, Illinois, United States, 61264","marketing solutions, supply chain solutions, packaging solutions, business analytics, loyalty & reward management, customer care center, packaging materials, channel incentives, employee incentives, consumer incentives, incentive program, kitting & assembly",'+1 866-476-8761,"Group O is a premier business process outsourcing provider with 50 years experience providing Supply Chain, Packaging & Incentive Marketing Solutions.","CloudFlare CDN, AT&T DNS, Amazon SES, Outlook, CloudFlare Hosting, Amazon AWS, Microsoft Application Insights, React, Hubspot, Google Tag Manager, Mobile Friendly, Google AdWords Conversion, reCAPTCHA, Facebook Login (Connect), ASP.NET, Google Font API, YouTube, Facebook Custom Audiences, Facebook Widget, Typekit, Remote",,,,,559000000.0,,6730c92ab4c4d50001b7d30b,,"Group O is an end-to-end business process outsourcing provider specializing in innovative, technologically driven marketing, supply chain, and packaging solutions.  

The Marketing Division specializes in loyalty and reward program management utilizing O-vations™ Loyalty and Reward platform, Omni-channel customer care and sales centers, as well as program analytics and supportive creative services.  

The Supply Chain division is committed to giving clients a competitive edge through comprehensive solutions. Services include kitting and sub-assembly, forward and reverse logistics, device management, spend management and order and inventory management solutions.

The Packaging Division is dedicated to keeping client packaging operations running efficiently by procuring and distributing packaging materials, maintaining equipment, and optimizing packaging materials utilizing Smart Audit™ Analysis.

Headquartered in Milan, IL, Group O is one of the largest Hispanic-owned companies in the United States with more than 1,200 employees. 

To learn more, visit www.GroupO.com.",1974.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6730a684bd84b30001a5a508/picture
Kapsch TrafficCom North America,Kapsch TrafficCom North America,Cold,,600,information technology & services,vasily.souzdenkov@gmail.com,,http://www.linkedin.com/company/kapsch-trafficcom-north-america,https://www.facebook.com/kapschnet,https://twitter.com/kapschnet,2855 Premiere Pkwy,Duluth,Georgia,United States,30097-5017,"2855 Premiere Pkwy, Duluth, Georgia, United States, 30097-5017","intelligent transportation systems, electronic toll collection, traffic management systems, invehicle products, video, sensor products, roadside systems, commercial vehicle operations",'+1 201-520-9100,"Con 130 años de experiencia, Kapsch es el socio líder en digitalización y movilidad inteligente. Comience su futuro con Kapsch.",,,,,,,,6730c92ab4c4d50001b7d310,,"Kapsch TrafficCom is an Austria-based provider of intelligent transportation systems (ITS) offering solutions across our customers' entire value chain. This includes such applications as electronic tolling, road user charging, urban access and parking, road safety enforcement, commercial vehicle applications, electronic vehicle registration, advanced traffic management, and V2X cooperative systems. Kapsch TrafficCom delivers a full range of end2end solutions - from single components and project design to the installation of fully integrated turnkey systems, system operations, and ongoing maintenance.

Kapsch TrafficCom has references from 43 countries on all continents. In North America, the company operates over 15 offices in Canada, the United States, and Mexico.",1892.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/671c4d14a34b170001d4e965/picture
Retired Life,Retired Life,Cold,,4300,information technology & services,vasily.souzdenkov@gmail.com,http://www.swde.com,http://www.linkedin.com/company/retired-life,,,Ohlone Dr,San Jose,California,United States,95132,"Ohlone Dr, San Jose, California, United States, 95132",,'+1 408-297-3777,,"Amazon AWS, Render, Remote",,,,,11683000.0,,6730c923e2db6100010d1c01,7374,Webmaster for 5 web sites.  Treasurer of Deep Peninsula Dog Training Club.  Show Secretary of the Gavilan Chapter CDS Summer Show (Aug 28-29 2010.,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/5fe24f0b49dd1f0001e02478/picture
"Octo, an IBM Company",Octo an IBM Company,Cold,,810,information technology & services,vasily.souzdenkov@gmail.com,,http://www.linkedin.com/company/octo-consulting-group-an-ibm-company,,,10780 Parkridge Boulevard,Reston,Virginia,United States,20191,"10780 Parkridge Boulevard, Reston, Virginia, United States, 20191","washington, dc, data, artificial intelligence, devsecops, cloud infrastructure, cyber",'+1 571-423-0104,,,,,,,75000000.0,,6730c92ab4c4d50001b7d308,,"Octo, an IBM company, is a technology firm dedicated to solving the Federal Government's most complex challenges, enabling agencies to jump the technology curve. We don't just modernize. We create lasting change through best practices that help agencies implement and integrate at-scale next-generation technology and innovation. We provide Artificial Intelligence, DevSecOps, Cloud and Infrastructure, Data Management and Analytics, Cybersecurity, and Low-Code No-Code. Headquartered in Reston, Virginia, Octo delivers proven technology vital to the intelligence community and health care, defense, national security, and civilian agencies that directly impact our nation. Visit octo.us.",2006.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e6ba4000242c0001cbd54a/picture
GSS Infotech,GSS Infotech,Cold,,1100,information technology & services,vasily.souzdenkov@gmail.com,http://www.gssinfotech.com,http://www.linkedin.com/company/gss-infotech,https://www.facebook.com/profile.php,https://twitter.com/GSS_Infotech_,1699 Wall Street,Mount Prospect,Illinois,United States,60056,"1699 Wall Street, Mount Prospect, Illinois, United States, 60056","remote infrastructure management, application development, virtualization, storage solutions, oracle services, cloud computing, staff augmentation, end user computing, byod, dr, bc services, service desk, cisco tidal services, bmc controlm services, block chain, automation, testing, security",'+1 404-455-6600,"GSS Infotech provides industry leading Applied Intelligence, digital transformation, consulting, managed& professional services, cloud& security & LPO services.","Outlook, GoDaddy Hosting, Google Tag Manager, Google Maps, Google Font API, Mobile Friendly, WordPress.org, Apache, Webmail, Remote",,,,,13922000.0,,6730c92ab4c4d50001b7d30e,7371,"Founded in 1999, GSS Infotech is a global leader that offers technology and service solutions through staffing and IT. We are pioneers in applying innovative, technology-based solutions and services to common business problems by providing:
•	Remote Infrastructure Management Services
•	Application Development
•	Infrastructure Solutions  
•      IT Security services

We help organizations leverage the power of Virtualization, Cloud technology, and models of delivery for outsourcing technology services. 

*Our Global Presence*
For over 20 years, GSS Infotech's unique application of domain expertise, operational excellence, and our innovative approach to problem solving has delivered process improvement, efficiency gains, and a competitive advantage for our marquee clients world-wide. 

*Healthcare IT—the Right Fit at the Right Time*
Headquartered in Hyderabad, India, and the US—GSS Infotech has experienced steady and sustained growth since our inception. We have expanded our services in the US to include Healthcare IT solutions with services that include:
•	Automation 
•	Medical Billing
•	Medical Coding
•	Auditing
•	Reporting 

*Quality through Strong Partnerships and Global Services*
GSS Infotech provides nothing less than the best. Our continual process improvement is inherent in everything we do, and our application development practice is proud to have achieved:
•	SEI CMMI Level 5 certified (March 2011) 
•	ISO 9001:2007, ISO 27001:2008, ISO 20000:2010
•	PMBOK 3rd edition certified

*Our Specialties*
•	Remote Infrastructure Management, Application Development, Virtualization and Storage Solutions, Oracle      Services, Cloud Computing, Staff Augmentation, End User Computing / BYOD, DR & BC Services, Service Desk, Cisco Tidal (TES) Services, BMC Control-M Services
•	Website-http://www.gssinfotech.com
•	Industry-Information Technology and Services
•	Type-Public Company
•	Headquarters-Suite 201 Mount Prospect, IL60056 United States
•	Company Size-501-1000 employees",1999.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/671b90daf92586000176e998/picture
Onix,Onix,Cold,,1700,information technology & services,vasily.souzdenkov@gmail.com,,http://www.linkedin.com/company/onixcloud,https://www.facebook.com/onixcloud,https://twitter.com/OnixCloud,,New York,New York,United States,10017,"New York, New York, United States, 10017","digital transformation, innovation, cloud services, artificial intelligence, machine learning, data & analytics, google cloud, enterprise solutions, amazon web services, data engineering, software engineering, data intelligence, modernization, change management, migrations, systems integration & technology, healthcare compliance, digital workplace, cloud managed services, industry solutions",'+1 800-664-9638,"Onix is a premier cloud consulting company based in the United States and Canada. We help businesses start or migrate their operations to the cloud. Contact us for Google Cloud migration, Bird products, and your Data transformation with AI Journey.","Sendgrid, Gmail, Google Apps, Microsoft Office 365, Atlassian Cloud, Leadfeeder, React, Salesforce, Sophos, Hubspot, Google Dynamic Remarketing, Google Tag Manager, DoubleClick Conversion, Linkedin Marketing Solutions, AdRoll, Facebook Login (Connect), Google Font API, Personyze, GoToWebinar, Varnish, YouTube, Facebook Custom Audiences, Taboola, Google Analytics, DoubleClick, Mobile Friendly, Nginx, WordPress.org, Facebook Widget, , Remote, AI",,,,,7500000.0,,6730c92ab4c4d50001b7d304,,"Onix is a trusted cloud consulting company that helps businesses get the most out of their technology with innovative, cloud-powered solutions and services. From data analytics and modernization to security and AI/ML solutions, we're able to deliver tailored solutions and exceptional results for our customers because of our 20+ year strategic partnerships in the cloud, our dedication to customer success, and depth of technology expertise. Our global team of cloud experts are the most reliable, talented and knowledgeable in the industry.",1992.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6727dce40f451f00011b3466/picture
"XTGlobal, Inc.",XTGlobal,Cold,,940,information technology & services,vasily.souzdenkov@gmail.com,http://www.xtglobal.com,http://www.linkedin.com/company/xtglobal,https://www.facebook.com/XTGLOBALInc/,https://twitter.com/XTGlobal,2701 Dallas Parkway,Plano,Texas,United States,75093,"2701 Dallas Parkway, Plano, Texas, United States, 75093","it services, recruiting & project staffing, techenabled business process outsourcing services, oracle, it consulting",'+1 972-755-1800,"XTGlobal delivers innovative technology solutions built around Digital Transformation, Cloud, Automation, Quality Assurance, Analytics, Infrastructure Management and Engineering Services. Visit us today!","Rackspace MailGun, Outlook, Pardot, Microsoft Office 365, GoDaddy Hosting, Amazon AWS, Media Temple DNS, ShareThis, Google Tag Manager, Google Dynamic Remarketing, reCAPTCHA, YouTube, Varnish, Linkedin Marketing Solutions, Mobile Friendly, DoubleClick Conversion, DoubleClick, WordPress.org, Bootstrap Framework, Google Font API, Google Analytics, Android, , SAP, Remote, AI",,,,,118381000.0,,6730c92ab4c4d50001b7d305,7380,"Founded in 1998, XTGlobal, Inc. is a strategic provider of business consulting, IT services, and solutions designed to maximize organizational efficiency of businesses. Having partnered with technology majors like Oracle, Microsoft (Azure), and Amazon (AWS), XTGlobal develops tailored IT solutions in both On-Premise and Cloud-based environments for Implementations, Migrations, Upgrades, Application Development, Integrations, and Analytics. With innovative, agile, and tactical approaches and use of latest technologies like Low-Code Application Development and Robotic Process Automation, XTGlobal aims to provide organizations with the ability to transform digitally with ease. XTGlobal, under the Circulus brand, also offers AP Automation and Process Outsourcing solutions that are based on automation engines which convert routine, time-consuming tasks into dynamic workflows. 

XTGlobal is among the fastest growing private companies in the United States. Since its inception, it has grown into a team of over 500 professionals across the United States and India. 

Certifications:

•	ISO 27001 Certified
•	MBE Certified
•	AICPA SOC SSAE 18 Certified
•	CMMI Dev Level 3",1998.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672a02565b951e000163c870/picture
